 6732.83,-4925.92,13653.47
11370.84,-4791.78,13404.90
 7487.92,-4230.00,11100.65
 6604.47,-4130.26,10432.43
 7232.87,-4464.53, 9136.16
 7545.14,-4879.54, 7230.37
 6536.19,-4172.90, 6083.89
 6950.95,-3603.23, 3986.90
 5720.74,-3178.75,  644.72
 6380.13,-3368.58,  871.06
 3530.26,-4721.63,-1684.60
 4791.83,-3376.22,-4143.31
 1129.01, -809.19,-5378.05
 1750.61,-1640.88,-6212.24
 4272.88,-6559.14,-7631.89
  137.79,-3551.81,-8741.62
-9400.65,-6594.45,-10887.93
 3826.64, 2502.56,-9688.51
19918.69, 8965.62,-8144.92
 1496.86,-1774.97,-11044.00
15182.77,-2711.12,-12269.36
-2770.67, 2228.77,-10050.10
-1928.88,-1533.13,-12141.52
  624.46, -293.07,-10790.84
 1661.66, -330.65,-10728.99
 1280.55, 3472.82,-11977.15
 -405.56,  406.10,-11769.37
 1847.43, -132.56,-10914.48
-1534.17,   36.90,-11802.71
-9699.88,  806.16,-9366.20
-12487.84, 2763.27,-5895.16
 1105.66,-1045.24,-12747.10
 7809.54,-7165.96,-11921.79
-5974.70,-3186.18,-9605.57
11900.70,12304.02,-13678.39
 8154.42, 7871.40,-10477.60
 6589.99, 7207.84,-9915.18
 6968.05,-10452.27,-10554.29
-10235.24,-6712.66,-9824.21
 4036.83,-11500.09,-11111.05
 -421.61, 4247.01,-7455.44
 5380.94, 1892.27,-5592.37
 4705.76, -549.31,-4360.95
 5239.25,-2491.04,-2931.18
 6664.27, 4242.96,-2219.13
 5869.10,  161.23, -154.29
 6176.24,  925.44,  774.66
 7120.96,-1003.73, 2695.98
 7499.52, -315.30, 4895.43
 6934.70,-1784.78, 5839.90
 6530.40,-1046.99, 7661.19
 6999.68,-2973.60, 8664.54
 6959.55,-2686.08, 9073.84
 7866.00,-4193.82,10450.92
 7497.02,-1287.92,11407.46
 8840.17,-4840.27,12545.78
 7761.19,-2564.42,14328.14
 6577.71,-3221.26,13789.27
 5715.18, -665.92,15763.96
 6130.18,-4174.58,14832.03
 7345.31,-3155.99,15171.52
 4415.98,-5052.08,15937.56
 2879.87,-6570.98,15598.25
 5730.53,-3689.16,16375.56
 8249.15,-3593.30,16856.24
 8689.83,-3673.53,16375.88
 6402.61,-3734.03,16905.81
 5463.15,-4249.47,17301.30
 5539.40,-1733.70,17285.63
