 3734.59,-10184.77,11753.55
 3258.39,-9386.44,11204.72
 1616.74,-9355.14, 9962.47
 2154.65,-9172.78,13361.28
 1939.39,-7713.42,11606.57
 3569.94,-5006.67,12855.58
 1296.58,-6409.25,14335.35
  565.00,-5989.45,15677.26
 1941.88,-4317.67,18892.66
  -37.99,-3515.33,13983.52
 -450.24,-3297.55,16622.50
-1727.49,-2600.16,15576.99
-2227.90,-2559.00,15626.68
-3029.60,-2318.58,15340.69
-2134.12,  169.56,16443.14
-4499.91,-1105.02,14659.84
-4724.60, -248.50,14749.42
-3819.84, 1985.93,13067.57
-4882.18,  321.73,16656.20
-5547.66, 1080.89,13766.50
-6372.74,  462.43,15477.50
-6786.20, 1408.58,17322.59
-6995.84, 3969.26,11614.48
-8358.97, 2576.25,14149.18
-7749.00, 4813.76,12940.50
-7957.83, 5376.38,11853.55
-6151.90, 7655.10,11185.94
-13141.76, 3829.08, 6282.00
-8963.58, 7448.87, 9561.54
-8692.71, 8908.27, 8883.58
-11018.47, 6255.80, 9555.00
-9274.15, 9145.25, 7685.87
-10867.54, 7313.48, 8834.98
-11408.74, 5283.14,13340.76
-8725.93,10400.07, 5976.62
-6995.14,14034.56, 3522.02
-11780.68, 6602.03, 8766.92
-12527.37, 7895.97, 6482.99
-14012.80, 6941.07, 8057.00
-11875.64, 8219.10, 6832.86
-14878.92, 4480.27, 4353.35
-10974.02, 8057.41, 7047.00
-10574.52, 7945.98, 7846.46
-9303.15, 9018.61,10043.04
-11611.31, 8877.10, 5886.78
-11578.01, 9881.41, 3316.11
-13420.88, 6294.99, 9013.77
-12426.19, 7834.53, 7681.36
-13083.76, 7124.37, 8000.85
-12267.83, 7874.67, 7187.05
-6750.02,13428.22, 5454.89
-12437.70, 6529.20, 8150.04
-9831.08, 9727.83, 7600.55
-11806.69, 7367.63, 8899.36
-10731.96, 9001.67, 7578.82
-11031.14, 8987.80, 6162.17
-10223.38, 8370.58, 9768.61
-10486.71, 9690.01, 5684.99
-11381.52, 8846.09, 6276.41
-11813.05,10237.06,  298.74
-9740.73,10146.37, 6876.58
-10919.72, 8757.37, 6831.52
-11068.34, 7644.28, 8472.86
-10789.78, 8803.63, 8091.92
-11741.70, 8092.44, 6719.53
-12680.78, 6929.98, 7103.81
-10635.44, 8683.60, 7882.40
-11072.70, 9327.43, 6438.16
-11842.55, 8109.76, 6284.23
-12477.49, 9849.13,-1346.82
-10070.11, 9694.69, 7633.14
-10791.09, 9120.89, 7111.72
-11670.52, 8373.76, 6980.14
-10994.96, 8690.92, 7875.44
-11475.03, 8757.83, 7065.29
-12163.61, 9343.24, 5931.25
-11606.75, 9482.29, 5648.74
-13050.63, 8996.98, 5294.49
-10956.05,10503.14, 6095.46
-11692.32, 9731.50, 7453.82
-13984.44, 8568.57, 4328.78
-14207.58, 8709.76, 4632.98
-11610.74,10639.57, 5405.47
-11180.54,10476.16, 4989.71
-11321.51, 8897.46, 6510.97
-11582.36, 8809.44, 6862.15
-8891.83,13171.02, 5580.11
-12641.70, 9398.85, 5279.35
-11531.53,10706.24, 5372.51
-10133.84,11512.48, 5513.75
-14495.00, 7737.23, 5262.66
-11302.54,11734.55, 4146.90
-14246.77, 8434.25, 5157.10
-12033.39,11316.05, 4975.46
-13498.21, 7218.52, 9173.75
-10538.67,10347.25, 6976.88
-10935.66, 9974.78, 6275.28
-12365.64, 8820.28, 6297.75
-7582.07,14752.38, 2151.04
-12547.36,10464.93, 4955.09
-11402.39,12419.16, 4730.34
-10761.87,12481.92, 4996.28
-12076.48,10229.14, 5886.14
-11782.48,10110.70, 4048.43
-11793.79, 9260.14, 5837.59
-12562.38, 9223.69, 4331.12
-12685.91, 7722.60, 9477.00
-10426.11,10509.92, 7437.07
-9818.99,12982.33, 3954.59
-11808.46,10602.06, 5557.13
-13935.70, 8271.97, 5763.85
-12420.39, 9310.66, 5696.32
-8653.91,13290.88, 4473.58
-12889.65, 7467.80, 7671.83
-12692.43, 8682.40, 5626.97
-14674.66, 8289.12, 4757.36
-13276.41, 9980.19, 3986.19
-12334.00,10421.90, 4739.03
-11938.79, 9415.63, 6770.36
-10828.47,10056.60, 5634.27
-10095.70, 7794.55, 8056.89
-9055.25, 5733.09,10515.18
-8182.61, 4085.37,13683.76
-7243.50, 2610.99,14100.87
-8041.67,  297.17,13336.87
-6282.30, 1088.51,12497.26
-5014.07, -560.47,14864.33
-4009.23,-1225.09,14408.27
-3043.27,-2041.83,15911.25
-2126.02,-2335.29,12959.23
-1577.26,-4201.48,14722.22
 -828.81,-5574.90,14132.42
 -196.72,-6972.65,17441.56
  263.13,-6760.61,15189.02
  590.83,-6787.20,14283.57
 1629.66,-7175.46,12757.68
 1024.35,-8824.92,12142.56
 2963.65,-8817.97,11459.75
 2967.78,-9112.76, 8198.93
 4397.94,-10147.95,10934.90
 1605.79,-16496.32,13003.21
 5595.45,-11912.82, 9198.74
 5165.87,-11378.41, 3260.86
 5851.85,-12778.24, 4061.46
 6806.96,-13149.37, 5678.88
 6261.75,-14039.30, 4802.83
 8339.04,-13176.38, 3145.92
 7955.04,-14154.37, 2001.25
 6774.16,-15791.10, 1901.06
 7201.06,-14405.36,-4671.90
 8339.57,-14457.90,-1419.17
 7324.98,-15785.43,-3080.85
15251.03,-10868.99, 8989.77
11519.15,-8853.18,-13488.39
11439.52,-15163.17, 7669.00
 7870.47,-15010.02,-1175.67
 7064.89,-15405.85,-1039.84
 8131.60,-14524.35,-1468.21
 7325.60,-14813.31,  879.25
 7838.95,-14073.86,-1610.98
 7135.36,-15331.40,-1368.81
 8229.86,-14478.45, -935.24
 5066.98,-17041.67,-3029.83
 8993.02,-12811.24, -801.95
17301.90,-1168.90,-10445.76
 7189.56,-14574.31, -322.46
 8123.44,-13422.55, 1478.80
 6457.28,-16065.40, 2669.44
 7963.40,-13209.71,-1529.59
 5463.28,-15250.30, -701.98
 6290.16,-13961.52,  305.56
12759.04,-7657.86,-1823.20
 5826.97,-14802.62, 1636.43
 7730.62,-12603.16, 1467.68
 7372.22,-13857.24, 2785.37
 8494.06,-11848.14, 1551.12
 6778.00,-12620.77,  631.27
 5339.30,-14306.41, 2728.41
 8741.38,-9901.51, 3800.78
 6680.44,-13680.72,11863.59
 2962.39,-15758.01, 7828.35
11868.63,-3929.13, 3485.36
 3653.18,-14666.10, 6498.66
 3814.23,-14582.73, 7411.38
 8498.32,-9763.72, 7556.52
11971.00,-6721.70, 4591.46
 9608.16,-9598.15, 3711.61
 9155.50,-9827.95, 4955.27
 8265.33,-10028.65, 4729.97
 6368.49,-12036.22, 6148.04
 4249.64,-14021.68, 8631.62
 5131.19,-12400.55, 6111.81
 6700.42,-11762.09, 7978.49
 7526.71,-9515.01, 5923.40
 6760.46,-9993.45, 7049.76
 7967.75,-8083.26, 8304.84
 6277.35,-9510.94,10922.27
 5893.45,-7930.34,10827.47
 4290.32,-7604.01,11608.54
 3229.26,-8113.74,15244.87
 2390.39,-5841.14,12477.79
 1744.68,-4231.69,15270.89
 2209.98,-1365.02,16500.43
 -180.50,-3040.45,17805.98
 -455.23,  202.37,15324.09
-3835.17,-1931.95,15224.48
-5248.23, -359.71, 9888.91
-2399.37, 1981.77,14725.70
-4953.76,  311.17,15216.77
-4912.04, 2741.63,11639.69
-5784.00, 1833.47,15278.00
-5788.70, 4623.08,12564.78
-7133.33, 5012.86,12721.23
